קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
2,1984,03/02/2023,יחזקאל קויפמן 29,12260-2-4,דירה בבית קומות,6,שלישית,122,"4,000,000 ₪"
2,1986,22/01/2023,פנחס רוזן 5,12259-89-4,דירה בבית קומות,4,ראשונה ושניה,107.2,"1,100,000 ₪"
2,1986,14/02/2019,פנחס רוזן 5,12259-89-4,דירה בבית קומות,4,ראשונה ושניה,107.2,"1,960,000 ₪"
2,1986,14/05/2014,פנחס רוזן 5,12259-89-4,דירה בבית קומות,4,ראשונה ושניה,107.2,"1,700,000 ₪"
9,1990,26/12/2022,חיים לסקוב 47,10800-207-12,דירה בבית קומות,5,שלישית ורביעית,131.1,"1,850,000 ₪"
2,1998,06/12/2022,אמה לזרוס 4,12259-146-3,דירה בבית קומות,4,ראשונה,93.68,"2,000,000 ₪"
0,1985,03/11/2022,חיים לסקוב 36,10800-200-3,דירה בבית קומות,5,"קרקע, ראשונה ושניה",116.9,"1,430,000 ₪"
2,1984,25/09/2022,יונה אנגל 11,12260-24-2,דירה בבית קומות,5,שניה,160,"3,325,000 ₪"
2,1995,08/09/2022,אנדה עמיר 3,12260-28-6,דירה בבית קומות,5,שניה,125,"1,525,000 ₪"
3,1993,04/09/2022,אהרונסון 10,12260-3-4,דירה בבית קומות,5,שלישית,118,"2,775,000 ₪"
2,1990,04/08/2022,חיים לסקוב 25,10800-184-1,דירה בבית קומות,4,קרקע,81.95,"2,020,200 ₪"
0,0,06/07/2022,ללא כתובת,12260-31-5,דירה בבית קומות,4,שלישית,100,"2,120,000 ₪"
0,1998,04/07/2022,יונה אנגל 5,12260-22-1,דירה בבית קומות,6,ראשונה,161,"3,800,000 ₪"
2,1995,08/06/2022,גולדה מאיר 9,10800-166-5,דירה בבית קומות,5,ראשונה ושניה,125.2,"2,400,000 ₪"
2,1995,22/02/2011,גולדה מאיר 9,10800-166-5,דירה בבית קומות,5,ראשונה ושניה,125.2,"2,214,000 ₪"
2,1995,04/06/2008,גולדה מאיר 9,10800-166-5,דירה בבית קומות,5,ראשונה ושניה,125.2,"1,260,000 ₪"
2,1995,19/06/2003,גולדה מאיר 9,10800-166-5,דירה בבית קומות,5,ראשונה ושניה,125.2,"1,311,000 ₪"
7,1980,02/06/2022,אבא חושי 54,12259-100-1,דירה בבית קומות,5,ראשונה,100.17,"1,666,000 ₪"
7,1980,11/11/2007,אבא חושי 54,12259-100-1,דירה בבית קומות,5,ראשונה,100.17,"1,079,000 ₪"
2,1986,24/05/2022,חנה רובינא 10,10800-153-6,דירה בבית קומות,5,שלישית+ רביעית,129,"2,450,000 ₪"
2,1990,15/05/2022,חנה רובינא 2,10800-160-9,חנות,לא ידוע,ראשונה,64.02,"550,000 ₪"
2,1980,10/04/2022,פנחס רוזן 3,12259-86-2,דירה בבית קומות,4,ראשונה,93,"1,750,000 ₪"
2,1980,20/03/2022,חיים לסקוב 17,10800-163-2,דירה בבית קומות,5,קרקע וראשונה,140.7,"2,900,000 ₪"
4,1989,15/03/2022,יחזקאל קויפמן 26,12260-15-6,דירה בבית קומות,7,ראשונה,175,"3,350,000 ₪"
4,1980,07/03/2022,אהרונסון 12,12260-1-6,דירה בבית קומות,6,שלישית רביעית,186.64,"2,340,000 ₪"
4,1989,13/02/2022,יחזקאל קויפמן 26,12260-15-5,דירה בבית קומות,5,שלישית,128,"3,750,000 ₪"
1,1986,13/02/2022,יחזקאל קויפמן 35,12260-8-1,דירה בבית קומות,5,ראשונה,140,"2,700,000 ₪"
3,1981,17/01/2022,קויפמן יחזקאל 27,12259-96-3,דירה בבית קומות,5,"ראשנה,שניה,שלישית",116.6,"2,000,000 ₪"
3,1981,03/01/2010,קויפמן יחזקאל 27,12259-96-3,דירה בבית קומות,5,"ראשנה,שניה,שלישית",116.6,"1,500,000 ₪"
2,1982,10/01/2022,יחזקאל קויפמן 16,12259-91-4,דירה בבית קומות,4,ראשונה ושניה,90.98,"1,640,000 ₪"
2,1982,07/12/2008,יחזקאל קויפמן 16,12259-91-4,דירה בבית קומות,4,ראשונה ושניה,90.98,"1,070,000 ₪"
2,1982,23/05/2000,יחזקאל קויפמן 16,12259-91-4,דירה בבית קומות,4,ראשונה ושניה,90.98,"1,007,000 ₪"
3,1986,06/01/2022,יעקב טהון 3,10800-197-4,דירה בבית קומות,5,קרקע ראשונה שניה,130.36,"2,950,000 ₪"
3,1986,19/12/2021,חיים לסקוב 32,10800-190-2,דירה בבית קומות,6,קרקע ראשונה*,171.86,"2,750,000 ₪"
3,1986,05/09/2008,חיים לסקוב 32,10800-190-2,דירה בבית קומות,6,קרקע ראשונה*,171.86,"1,499,000 ₪"
4,1980,23/11/2021,יחזקאל קויפמן 20,12259-94-5,דירה בבית קומות,4,שלישית,95.8,"1,550,000 ₪"
4,1980,31/10/1999,יחזקאל קויפמן 20,12259-94-5,דירה בבית קומות,4,שלישית,95.8,"765,000 ₪"
1,1980,21/11/2021,חנה רובינא 4,10800-159-4,דירה בבית קומות,5,"ראשונה ,שניה,שלישית",102.6,"2,300,000 ₪"
2,1980,21/11/2021,יונה אנגל 10,12260-25-5,דירה בבית קומות,4,שניה,109,"2,070,000 ₪"
3,1993,16/11/2021,אהרונסון 10,12260-3-3,דירה בבית קומות,5,ראשונה,126,"1,840,000 ₪"
3,1972,21/10/2021,יחזקאל קויפמן 5,10798-56-1,דירה בבית קומות,1,קרקע,43,"580,000 ₪"
5,1970,12/10/2021,יחזקאל קויפמן 11,10798-59-4,דירה בבית קומות,5,רביעית,102,"1,800,000 ₪"
2,1982,06/10/2021,אהרונסון 6,12260-13-3,דירה בבית קומות,5,רביעית,120,"1,700,000 ₪"
12,1990,19/09/2021,יעקב טהון 6,10800-192-31,דירה בבית קומות,3,תשיעית,73.73,"1,340,000 ₪"
12,1990,03/09/2004,יעקב טהון 6,10800-192-31,דירה בבית קומות,3,תשיעית,73.73,"925,000 ₪"
3,1930,01/09/2021,יחזקאל קויפמן 3,10798-55-7,דירה בבית קומות,4,שלישית,90.8,"1,350,000 ₪"
3,1930,03/03/2005,יחזקאל קויפמן 3,10798-55-7,דירה בבית קומות,4,שלישית,90.8,"823,000 ₪"
0,0,22/07/2021,ללא כתובת,12258-37-1,ללא תיכנון,לא ידוע,לא ידוע,496,"1,000,000 ₪"
7,1980,09/07/2021,יחזקאל קויפמן 19,12259-81-13,דירה בבית קומות,5,שביעית,102.7,"1,770,000 ₪"
4,1970,24/06/2021,פנחס רוזן 9,12259-93-5,דירה בבית קומות,4,שלישית,97.87,"2,100,000 ₪"
3,1980,16/06/2021,חיים לסקוב 24,10800-176-6,דירה בבית קומות,4,שניה,112.19,"2,050,000 ₪"
2,1990,15/06/2021,גולדה מאיר 8,12260-41-3,דירה בבית קומות,4,שלישית,86,"1,670,000 ₪"
3,1991,28/04/2021,חיים לסקוב 35,10800-201-2,דירה בבית קומות,4,קומה 1,92.3,"1,860,000 ₪"
3,1991,10/10/1999,חיים לסקוב 35,10800-201-2,דירה בבית קומות,4,קומה 1,92.3,"1,193,000 ₪"
1,1991,18/04/2021,חיים לסקוב 7,12260-30-4,דירה בבית קומות,5,ראשונה,130,"2,780,000 ₪"
2,1990,22/02/2021,חנה רובינא 2,10800-160-10,דירה בבית קומות,5,קרקע ראשונה שניה,122.8,"1,880,000 ₪"
3,1986,04/02/2021,יונה אנגל 4,12260-19-3,דירה בבית קומות,5,שלישית,160,"2,100,000 ₪"
2,1992,26/01/2021,גולדה מאיר 6,12260-40-3,דירה בבית קומות,3,ראשונה,54,"1,380,000 ₪"
2,1987,28/12/2020,גולדה מאיר 45,10800-210-1,קוטג' טורי,5,ראשונה,200,"2,636,000 ₪"
2,1989,16/12/2020,יחזקאל קויפמן 41,12260-37-6,דירה בבית קומות,5,"ראשו,שניה,שליש,רביעי",149.4,"1,990,000 ₪"
5,1993,03/12/2020,חיים לסקוב 3,12260-32-12,דירת גן,5,שביעית,159,"1,760,000 ₪"
4,1995,22/11/2020,גולדה מאיר 2,12260-38-2,דירה בבית קומות,3,שלישית,69,"350,000 ₪"
1,2004,17/11/2020,חיים לסקוב 41,10800-204-3,דירה בבית קומות,5,שלישית,157,"1,900,000 ₪"
9,1990,10/11/2020,חיים לסקוב 47,10800-207-15,דירה בבית קומות,4,שניה,96.32,"1,420,000 ₪"
2,1986,14/10/2020,פנחס רוזן 5,12259-89-3,דירה בבית קומות,4,ראשונה ושניה,100.6,"1,745,000 ₪"
12,1990,24/09/2020,יעקב טהון 6,10800-192-33,דירה בבית קומות,5,עשר+אחת עשר+שתים עשר,141.62,"2,450,000 ₪"
0,1990,09/08/2020,אנדה עמיר 1,12260-27-4,דירה בבית קומות,5,לא ידוע,לא ידוע,"2,070,000 ₪"
3,1985,04/08/2020,אהרונסון 7,12260-7-3,דירה בבית קומות,7,ראשונה,106,"1,950,000 ₪"
3,1981,09/07/2020,קויפמן יחזקאל 27,12259-96-5,דירה בבית קומות,4.5,שלישית,95.1,"1,930,000 ₪"
3,1981,19/10/2015,קויפמן יחזקאל 27,12259-96-5,דירה בבית קומות,4.5,שלישית,95.1,"1,450,000 ₪"
3,1981,03/07/2001,קויפמן יחזקאל 27,12259-96-5,דירה בבית קומות,4.5,שלישית,95.1,"1,024,000 ₪"
0,1997,09/07/2020,חיים לסקוב 27,10800-185-1,דירה בבית קומות,5,מרתף קרקע ראשונה,161.3,"2,600,000 ₪"
0,1997,30/03/2006,חיים לסקוב 27,10800-185-1,דירה בבית קומות,5,מרתף קרקע ראשונה,161.3,"1,635,000 ₪"
0,0,25/06/2020,ללא כתובת,12260-31-4,דירה בבית קומות,4,לא ידוע,115,"2,890,000 ₪"
3,1990,17/06/2020,יחזקאל קויפמן 21,12259-83-2,דירה בבית קומות,5,ראשונה ושניה,129.72,"2,620,000 ₪"
3,1990,23/12/2008,יחזקאל קויפמן 21,12259-83-2,דירה בבית קומות,5,ראשונה ושניה,129.72,"1,520,000 ₪"
2,1980,31/05/2020,פנחס רוזן 3,12259-86-1,דירה בבית קומות,4,קרקע,98.2,"2,000,000 ₪"
2,1980,04/03/2013,פנחס רוזן 3,12259-86-1,דירה בבית קומות,4,קרקע,98.2,"1,850,000 ₪"
2,1980,20/03/2000,פנחס רוזן 3,12259-86-1,דירה בבית קומות,4,קרקע,98.2,"1,054,000 ₪"
0,1985,30/04/2020,חיים לסקוב 36,10800-200-7,דירה בבית קומות,5,קרקע ראשונה ושניה,138.65,"2,250,000 ₪"
2,1986,24/03/2020,גולדה מאיר 5,12260-36-2,דירה בבית קומות,5,שניה,123,"2,170,000 ₪"
7,1980,16/03/2020,אבא חושי 54,12259-100-5,דירה בבית קומות,5,שלישית,98.55,"1,550,000 ₪"
7,1980,26/05/2015,אבא חושי 54,12259-100-5,דירה בבית קומות,5,שלישית,98.55,"1,580,000 ₪"
7,1980,07/02/2000,אבא חושי 54,12259-100-5,דירה בבית קומות,5,שלישית,98.55,"976,000 ₪"
5,1993,08/03/2020,חיים לסקוב 3,12260-32-6,דירה בבית קומות,2,שניה,32,"500,000 ₪"
3,1991,26/02/2020,חיים לסקוב 35,10800-201-4,דירה בבית קומות,6,"קומה 2, קומה 3",149.26,"2,106,000 ₪"
1,1992,06/02/2020,גולדה מאיר 52,10800-230-1,דירה בבית קומות,5,קרקע וראשונה,124.54,"2,100,000 ₪"
3,1930,04/02/2020,יחזקאל קויפמן 3,10798-55-1,דירה בבית קומות,3.5,מרתף,87.8,"1,600,000 ₪"
3,1930,19/02/2015,יחזקאל קויפמן 3,10798-55-1,דירה בבית קומות,3.5,מרתף,87.8,"1,510,000 ₪"
3,1930,25/06/2013,יחזקאל קויפמן 3,10798-55-1,דירה בבית קומות,3.5,מרתף,87.8,"1,200,000 ₪"
0,0,14/01/2020,חיים לסקוב 15,10800-164-1,ללא תיכנון,לא ידוע,לא ידוע,653,"4,450,000 ₪"
2,1998,31/12/2019,חיים לסקוב 19,10800-162-3,דירה בבית קומות,3,ראשונה,71,"900,000 ₪"
