קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
5,1960,05/05/2021,יד לבנים 144,11720-39-54,דירה בבית קומות,2,רביעית,50,"550,000 ₪"
2,1960,10/04/2024,דוד רזיאל 60,12483-14-5,דירה בבית קומות,3,ראשונה,55.58,"830,000 ₪"
2,1960,08/04/2024,פאר 71,11720-48-2,דירה בבית קומות,2,קרקע,58.4,"1,080,000 ₪"
2,1960,26/07/2016,פאר 71,11720-48-2,דירה בבית קומות,2,קרקע,58.4,"635,000 ₪"
2,1960,11/01/2016,פאר 71,11720-48-2,דירה בבית קומות,2,קרקע,58.4,"505,000 ₪"
4,1960,08/04/2024,רזיאל דוד 68,11720-8-18,דירה בבית קומות,2,שלישית,44.83,"825,000 ₪"
4,1960,04/11/2021,רזיאל דוד 68,11720-8-18,דירה בבית קומות,2,שלישית,44.83,"545,000 ₪"
4,1960,15/08/2012,רזיאל דוד 68,11720-8-18,דירה בבית קומות,2,שלישית,44.83,"290,000 ₪"
3,1970,07/04/2024,הירדן 40,12486-10-1,דירה בבית קומות,3,ראשונה,68.2,"850,000 ₪"
3,1970,02/10/2022,הירדן 40,12486-10-1,דירה בבית קומות,3,ראשונה,68.2,"845,000 ₪"
3,1970,01/06/2020,הירדן 40,12486-10-1,דירה בבית קומות,3,ראשונה,68.2,"500,000 ₪"
5,1960,27/03/2024,רזיאל דוד 71,12483-13-2,דירה בבית קומות,3,ראשונה,59.4,"932,000 ₪"
5,1960,09/12/2021,רזיאל דוד 71,12483-13-2,דירה בבית קומות,3,ראשונה,59.4,"640,000 ₪"
5,1960,20/04/2016,רזיאל דוד 71,12483-13-2,דירה בבית קומות,3,ראשונה,59.4,"556,000 ₪"
5,1960,07/06/2012,רזיאל דוד 71,12483-13-2,דירה בבית קומות,3,ראשונה,59.4,"350,000 ₪"
5,1960,29/03/2009,רזיאל דוד 71,12483-13-2,דירה בבית קומות,3,ראשונה,59.4,"225,000 ₪"
3,1960,22/03/2024,פאר 48,11720-33-7,דירה בבית קומות,2,שלישית,44.83,"855,000 ₪"
3,1960,23/11/2010,פאר 48,11720-33-7,דירה בבית קומות,2,שלישית,44.83,"260,000 ₪"
4,1960,21/03/2024,רזיאל דוד 68,11720-8-12,דירה בבית קומות,2,שניה,44.83,"835,000 ₪"
4,1960,19/08/2022,רזיאל דוד 68,11720-8-12,דירה בבית קומות,2,שניה,44.83,"665,000 ₪"
4,1960,14/01/2021,רזיאל דוד 68,11720-8-12,דירה בבית קומות,2,שניה,44.83,"520,000 ₪"
4,1960,26/07/2011,רזיאל דוד 68,11720-8-12,דירה בבית קומות,2,שניה,44.83,"250,000 ₪"
5,1960,20/03/2024,יד לבנים 124,11720-60-8,דירה בבית קומות,3,רביעית,65.93,"1,210,000 ₪"
5,1960,19/06/2019,יד לבנים 124,11720-60-8,דירה בבית קומות,3,רביעית,65.93,"872,000 ₪"
5,1960,01/11/2000,יד לבנים 124,11720-60-8,דירה בבית קומות,3,רביעית,65.93,"449,000 ₪"
2,1960,19/03/2024,דוד רזיאל 50,12483-18-2,דירה בבית קומות,2,קרקע,60,"800,000 ₪"
4,1960,18/03/2024,פאר 37,12483-28-3,דירה בבית קומות,2.5,ראשונה,46.8,"925,000 ₪"
2,1950,15/03/2024,הירדן 41,12485-21-5,דירה בבית קומות,2.5,ראשונה,49.75,"760,000 ₪"
2,1950,09/02/2014,הירדן 41,12485-21-5,דירה בבית קומות,2.5,ראשונה,49.75,"450,000 ₪"
2,1950,22/06/2012,הירדן 41,12485-21-5,דירה בבית קומות,2.5,ראשונה,49.75,"228,000 ₪"
1,1960,06/03/2024,דוד רזיאל 65,12483-10-4,דירה בבית קומות,3,ראשונה,55,"915,000 ₪"
1,1960,14/04/2015,דוד רזיאל 65,12483-10-4,דירה בבית קומות,3,ראשונה,55,"490,000 ₪"
8,1970,28/02/2024,יוסף וינר 17,12494-21-27,דירה בבית קומות,4,שביעית,78.8,"1,000,000 ₪"
8,1970,28/02/2017,יוסף וינר 17,12494-21-27,דירה בבית קומות,4,שביעית,78.8,"800,000 ₪"
5,1970,22/02/2024,יד לבנים 66,11720-17-11,דירה בבית קומות,1.5,מסד,28.32,"380,000 ₪"
5,1970,30/10/2008,יד לבנים 66,11720-17-11,דירה בבית קומות,1.5,מסד,28.32,"105,000 ₪"
3,1960,20/02/2024,יד לבנים 154,11720-36-4,דירה בבית קומות,2,קרקע,48.15,"740,000 ₪"
5,1970,20/02/2024,יד לבנים 122,11720-63-8,דירה בבית קומות,3,רביעית,68.08,"980,000 ₪"
5,1970,06/01/2009,יד לבנים 122,11720-63-8,דירה בבית קומות,3,רביעית,68.08,"280,000 ₪"
5,1970,06/01/2009,יד לבנים 122,11720-63-8,דירה בבית קומות,3,רביעית,68.08,"280,000 ₪"
2,1970,18/02/2024,דוד רזיאל 45,12484-16-6,דירה בבית קומות,3,שניה,55.6,"920,000 ₪"
2,1970,03/10/2006,דוד רזיאל 45,12484-16-6,דירה בבית קומות,3,שניה,55.6,"231,000 ₪"
4,1960,12/02/2024,פאר 37,12483-28-4,דירה בבית קומות,3,ראשונה,46.8,"910,000 ₪"
4,1960,19/03/2013,פאר 37,12483-28-4,דירה בבית קומות,3,ראשונה,46.8,"435,000 ₪"
4,1960,17/01/2008,פאר 37,12483-28-4,דירה בבית קומות,3,ראשונה,46.8,"148,000 ₪"
3,1960,11/02/2024,פאר 11,12486-26-4,דירה בבית קומות,3,ראשונה,50,"909,000 ₪"
3,1960,07/10/2010,פאר 11,12486-26-4,דירה בבית קומות,3,ראשונה,50,"280,000 ₪"
3,1960,08/02/2024,יד לבנים 154,11720-36-6,דירה בבית קומות,2,ראשונה,48.15,"960,000 ₪"
3,1960,09/09/2015,יד לבנים 154,11720-36-6,דירה בבית קומות,2,ראשונה,48.15,"640,000 ₪"
3,1950,08/02/2024,הירדן 39,12485-18-6,דירה בבית קומות,3,שניה,69.92,"945,000 ₪"
5,1960,07/02/2024,יד לבנים 142,11720-39-15,דירה בבית קומות,2,שניה,50,"900,000 ₪"
5,1960,15/10/2015,יד לבנים 142,11720-39-15,דירה בבית קומות,2,שניה,50,"600,000 ₪"
5,1960,15/10/2012,יד לבנים 142,11720-39-15,דירה בבית קומות,2,שניה,50,"407,000 ₪"
3,1960,07/02/2024,פאר 50,11720-32-4,דירה בבית קומות,2,ראשונה,44.83,"760,000 ₪"
3,1960,25/10/2021,פאר 50,11720-32-4,דירה בבית קומות,2,ראשונה,44.83,"545,000 ₪"
3,1960,21/02/2016,פאר 50,11720-32-4,דירה בבית קומות,2,ראשונה,44.83,"480,000 ₪"
3,1960,01/01/2014,פאר 50,11720-32-4,דירה בבית קומות,2,ראשונה,44.83,"407,000 ₪"
