קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
3,2000,16/02/2021,בת חן 58,11193-290-2,דירה בבית קומות,5,"קרקע, ראשונה",121,"2,200,000 ₪"
3,2000,07/08/2012,בת חן 58,11193-290-2,דירה בבית קומות,5,"קרקע, ראשונה",121,"1,820,000 ₪"
3,2000,09/07/2001,בת חן 58,11193-290-2,דירה בבית קומות,5,"קרקע, ראשונה",121,"970,000 ₪"
3,2002,10/02/2021,דוכיפת 14,11193-297-10,דירה בבית קומות,5,שלישית ורביעית,133.55,"2,033,000 ₪"
2,2000,17/01/2021,בת חן 22,11193-269-2,דירה בבית קומות,5,קרקע+ראשונה,126.38,"2,255,000 ₪"
2,2000,17/01/2001,בת חן 22,11193-269-2,דירה בבית קומות,5,קרקע+ראשונה,126.38,"1,172,000 ₪"
4,1999,13/01/2021,בת חן 44,11193-282-6,דירה בבית קומות,3,שלישית,66.59,"896,000 ₪"
4,1999,13/12/1998,בת חן 44,11193-282-6,דירה בבית קומות,3,שלישית,66.59,"769,000 ₪"
3,2002,07/01/2021,דוכיפת 2,11193-291-5,דירה בבית קומות,4,שניה,80.1,"925,000 ₪"
3,2002,11/04/2006,דוכיפת 2,11193-291-5,דירה בבית קומות,4,שניה,80.1,"1,140,000 ₪"
4,2001,03/01/2021,בת חן 26,11193-271-7,דירה בבית קומות,5,"רביעית, חמישית",127.34,"2,015,000 ₪"
4,2001,04/07/2010,בת חן 26,11193-271-7,דירה בבית קומות,5,"רביעית, חמישית",127.34,"1,766,000 ₪"
3,2002,28/12/2020,דוכיפת 2,11193-291-8,דירה בבית קומות,5,שלישית ורביעית,132.82,"2,000,000 ₪"
3,2001,08/12/2020,צופית 12,11193-299-7,דירה בבית קומות,5,שלישית,137.34,"1,825,000 ₪"
3,2001,31/12/1999,צופית 12,11193-299-7,דירה בבית קומות,5,שלישית,137.34,"1,340,000 ₪"
4,2007,07/12/2020,דוכיפת 8,11193-294-1,דירה בבית קומות,5,קרקע,116,"2,450,000 ₪"
4,2007,22/10/2008,דוכיפת 8,11193-294-1,דירה בבית קומות,5,קרקע,116,"1,350,000 ₪"
4,2007,22/07/2008,דוכיפת 8,11193-294-1,דירה בבית קומות,5,קרקע,116,"1,325,000 ₪"
4,2007,28/11/2007,דוכיפת 8,11193-294-1,דירה בבית קומות,5,קרקע,116,"1,295,000 ₪"
5,2019,07/10/2020,צופית 18,11193-258-43,דירה בבית קומות,6,קומה 4,155.6,"2,180,000 ₪"
2,2004,06/10/2020,חוחית 5,11193-329-2,דירת גן,4,קרקע ראשונה,94.5,"1,700,000 ₪"
2,2004,04/02/2013,חוחית 5,11193-329-2,דירת גן,4,קרקע ראשונה,94.5,"1,400,000 ₪"
