קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
16,2008,14/01/2021,חלמיש 4,11196-130-135,דירה בבית קומות,6,שישית,144,"2,400,000 ₪"
5,2003,16/12/2020,שחם 4,11196-121-14,דירת גן,4,ראשונה,98,"1,930,000 ₪"
16,2008,07/12/2020,חלמיש 4,11196-130-134,דירת גן,4,שמינית,100,"1,760,000 ₪"
0,0,04/11/2020,ללא כתובת,10800-8-1,דירה בבית קומות,5,ראשונה,180,"2,350,000 ₪"
17,1970,26/08/2020,בירם 11,11196-2-165,דירה בבית קומות,4,שלוש עשרה,87.3,"1,250,000 ₪"
1,1993,14/08/2020,משה בליטנטל 28,12727-23-2,דירה בבית קומות,5,ראשונה,150,"2,650,000 ₪"
3,1996,06/08/2020,הסחלב 11,11195-12-5,דירה בבית קומות,3,ראשונה,65,"1,306,000 ₪"
0,0,04/08/2020,ללא כתובת,12727-24-5,דירה בבית קומות,5,ראשונה,118,"1,950,000 ₪"
0,0,02/08/2020,ללא כתובת,12842-1-1,דירה בבית קומות,5,לא ידוע,142,"1,940,000 ₪"
17,1970,22/07/2020,בירם 11,11196-2-161,דירה בבית קומות,4,שתים עשרה,87,"1,400,000 ₪"
13,1970,16/06/2020,בירם 3,11196-2-97,דירה בבית קומות,3,שתים עשרה,98.2,"1,300,000 ₪"
16,2008,14/06/2020,חלמיש 6,11196-130-133,דירה בבית קומות,4,תשיעית,112,"1,600,000 ₪"
0,0,03/05/2020,משה בליטנטל 23,12842-26-1,קרקע למגורים,לא ידוע,לא ידוע,223,"1,211,000 ₪"
16,2008,05/02/2020,חלמיש 8,11196-130-132,דירה בבית קומות,4,עשירית,115,"1,580,000 ₪"
0,0,26/01/2020,ללא כתובת,12727-24-4,דירה בבית קומות,5,שניה,120,"1,990,000 ₪"
16,2008,15/12/2019,חלמיש 8,11196-130-130,דירה בבית קומות,4.5,שתים עשרה,109,"1,590,000 ₪"
16,2008,15/12/2019,חלמיש 6,11196-130-131,דירה בבית קומות,4,עשירית,110,"1,780,000 ₪"
13,1970,30/10/2019,בירם 3,11196-2-71,דירה בבית קומות,2.5,חמישית,63.8,"900,000 ₪"
0,0,22/10/2019,ללא כתובת,12842-10-2,דירת גג,6,לא ידוע,135,"3,000,000 ₪"
0,1994,16/10/2019,משה בליטנטל 33,12727-13-1,דירה בבית קומות,5,לא ידוע,182,"2,700,000 ₪"
12,1970,25/09/2019,בירם 1,11196-2-47,דירה בבית קומות,4,שתים עשרה,129.9,"1,100,000 ₪"
16,2008,18/09/2019,חלמיש 8,11196-130-129,דירה בבית קומות,4.5,שביעית,110,"1,650,000 ₪"
17,1970,12/08/2019,בירם 11,11196-2-167,דירה בבית קומות,5,ארבע עשרה,105.7,"1,590,000 ₪"
17,1970,06/05/2012,בירם 11,11196-2-167,דירה בבית קומות,5,ארבע עשרה,105.7,"905,000 ₪"
1,1996,12/08/2019,משה בליטנטל 17,12842-18-1,דירה בבית קומות,5,שניה,129,"2,210,000 ₪"
16,2008,12/06/2019,חלמיש 2,11196-130-174,דירה בבית קומות,3,רביעית,77,"1,155,000 ₪"
2,2000,18/04/2019,יקינתון 63,11195-3-4,דירה בבית קומות,3,ראשונה,66,"1,580,000 ₪"
3,1970,15/04/2019,אבא חושי 33,12726-8-1,דירה בבית קומות,4,ראשונה,86.8,"1,369,000 ₪"
16,2008,15/03/2019,חלמיש 8,11196-130-128,דירה בבית קומות,4,חמישית,120,"1,599,000 ₪"
1,1995,13/03/2019,הסחלב 9,11195-11-3,דירה בבית קומות,5,שלישית,129,"2,450,000 ₪"
0,0,07/03/2019,ללא כתובת,12727-24-3,דירת גן,5,לא ידוע,114,"2,630,000 ₪"
12,1970,07/03/2019,בירם 1,11196-2-32,דירה בבית קומות,3,שמינית,81.3,"1,155,000 ₪"
17,1970,25/02/2019,בירם 11,11196-2-145,דירה בבית קומות,4,שמינית,105.9,"1,299,000 ₪"
16,2008,18/02/2019,חלמיש 8,11196-130-127,דירה בבית קומות,3,שמינית,70,"1,265,000 ₪"
0,0,14/02/2019,ללא כתובת,10800-3-2,דירת גן,5,רביעית,186,"2,200,000 ₪"
16,2008,13/02/2019,חלמיש 2,11196-130-126,דירה בבית קומות,4,רביעית,125,"1,650,000 ₪"
5,2004,08/02/2019,שחם 6,11196-121-24,דירה בבית קומות,4,קרקע,95,"2,250,000 ₪"
0,0,04/02/2019,סייפן 15,10799-51-1,דירה בבית קומות,5,שניה,99,"1,950,000 ₪"
3,1996,03/02/2019,הסחלב 11,11195-12-4,דירה בבית קומות,5,רביעית,140,"860,000 ₪"
5,2004,17/01/2019,שחם 6,11196-121-26,דירה בבית קומות,4,ראשונה,98,"2,150,000 ₪"
5,2004,29/06/2003,שחם 6,11196-121-26,דירה בבית קומות,4,ראשונה,98,"1,335,000 ₪"
5,2004,31/12/2018,שחם 6,11196-121-32,דירה בבית קומות,4,רביעית,95,"2,049,000 ₪"
0,0,29/11/2018,ללא כתובת,11195-101-7,דירה,5,לא ידוע,132,"3,000,000 ₪"
17,1970,22/11/2018,בירם 11,11196-2-25,דירה בבית קומות,2,שישית,63.7,"910,000 ₪"
17,1970,26/11/2002,בירם 11,11196-2-25,דירה בבית קומות,2,שישית,63.7,"558,000 ₪"
0,0,20/11/2018,משה בליטנטל 24,10799-39-1,מגורים,לא ידוע,לא ידוע,928,"2,375,000 ₪"
0,0,14/11/2018,ללא כתובת,11195-101-6,דירה,5,לא ידוע,132,"3,000,000 ₪"
0,0,01/11/2018,ללא כתובת,10799-46-1,דירה בבית קומות,3,לא ידוע,90,"1,000,000 ₪"
0,0,11/10/2018,ללא כתובת,11195-101-5,דירה,5,לא ידוע,133,"2,900,000 ₪"
0,0,04/10/2018,ללא כתובת,11195-6-1,דירה בבית קומות,4,שלישית,97,"1,800,000 ₪"
16,2008,17/09/2018,חלמיש 8,11196-130-125,דירה בבית קומות,4.5,עשירית,109,"1,795,000 ₪"
0,0,16/09/2018,סייפן 2,10799-69-1,דירה בבית קומות,5,ראשונה,110,"1,870,000 ₪"
0,0,05/09/2018,ללא כתובת,11195-101-4,דירה,4,לא ידוע,108,"2,365,000 ₪"
0,0,27/08/2018,ללא כתובת,10799-19-1,דירה בבית קומות,4,שלישית,101,"1,820,000 ₪"
0,0,12/06/2018,סייפן 15,10799-51-2,דירה בבית קומות,4,ראשונה,100,"1,155,000 ₪"
13,1970,11/06/2018,בירם 3,11196-2-99,דירה בבית קומות,2,שתים עשרה,60.5,"1,050,000 ₪"
13,1970,14/08/2014,בירם 3,11196-2-99,דירה בבית קומות,2,שתים עשרה,60.5,"950,000 ₪"
13,1970,19/03/2010,בירם 3,11196-2-99,דירה בבית קומות,2,שתים עשרה,60.5,"800,000 ₪"
13,1970,22/06/2005,בירם 3,11196-2-99,דירה בבית קומות,2,שתים עשרה,60.5,"590,000 ₪"
3,2000,06/06/2018,סתוונית 13,10800-17-5,דירה בבית קומות,5,לא ידוע,120,"2,785,000 ₪"
0,0,11/05/2018,ללא כתובת,10799-22-1,דירה בבית קומות,5,לא ידוע,120,"2,000,000 ₪"
12,1970,08/05/2018,בירם 1,11196-2-36,דירה בבית קומות,3,תשיעית,79.4,"1,400,000 ₪"
12,1970,14/10/2012,בירם 1,11196-2-36,דירה בבית קומות,3,תשיעית,79.4,"799,000 ₪"
0,0,28/03/2018,משה בליטנטל 15,10799-57-1,דירה בבית קומות,4,שלישית,118,"2,150,000 ₪"
0,0,25/03/2018,ללא כתובת,10799-18-1,דירה בבית קומות,5,שניה,120,"2,100,000 ₪"
17,1970,22/03/2018,בירם 11,11196-2-138,דירה בבית קומות,4,שישית,86.1,"1,280,000 ₪"
17,1970,26/02/2018,בירם 11,11196-2-135,דירה בבית קומות,4,שישית,87.8,"1,230,000 ₪"
17,1970,18/12/2002,בירם 11,11196-2-135,דירה בבית קומות,4,שישית,87.8,"955,000 ₪"
0,0,07/02/2018,ללא כתובת,12727-33-1,דירה בבית קומות,5,ראשונה,109,"1,710,000 ₪"
3,1970,17/12/2017,בירם 7,11196-2-111,דירה בבית קומות,4,שלישית,127.8,"2,185,000 ₪"
0,0,18/09/2017,משה בליטנטל 33,10799-27-1,דירה בבית קומות,5,ראשונה,165,"3,175,000 ₪"
0,0,02/07/2017,ללא כתובת,12727-22-1,דירה בבית קומות,6,שניה,128,"2,445,000 ₪"
