קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
3,1950,14/06/2011,זבולון 9,10907-30-8,דירה בבית קומות,2,שניה,48.3,"400,000 ₪"
0,0,12/05/2024,ללא כתובת,11188-61-49,דירה בבית קומות,3,תשיעית,96,"1,400,000 ₪"
0,0,05/05/2024,ללא כתובת,10907-42-1,דירה בבית קומות,3,קרקע,56.5,"1,000,000 ₪"
0,0,11/09/2019,ללא כתובת,10907-42-1,דירה בבית קומות,3,קרקע,56.5,"788,000 ₪"
0,0,28/10/2009,ללא כתובת,10907-42-1,דירה בבית קומות,3,קרקע,56.5,"215,000 ₪"
0,0,23/06/2009,ללא כתובת,10907-42-1,דירה בבית קומות,3,קרקע,56.5,"210,000 ₪"
1,1990,16/04/2024,מקור ברוך 13,11188-144-3,דירה בבית קומות,1,ראשונה,לא ידוע,"1,650,000 ₪"
8,2000,08/04/2024,אהבת ישראל 6,11188-1-15,דירה בבית קומות,6,רביעית,130,"2,050,000 ₪"
4,1970,02/04/2024,הרב קניאל 1,10870-99-17,דירה בבית קומות,4,ראשונה,100,"1,620,000 ₪"
8,2010,01/04/2024,אהבת ישראל 14,11188-130-11,דירה בבית קומות,3,שישית,79.91,"1,850,000 ₪"
3,1950,27/03/2024,ארנון 6,10907-35-1,דירה בבית קומות,2,קרקע,34.1,"640,000 ₪"
3,1950,26/12/2012,ארנון 6,10907-35-1,דירה בבית קומות,2,קרקע,34.1,"345,000 ₪"
4,1970,14/03/2024,הרב קניאל 1,10870-99-16,דירה בבית קומות,4,שלישית,104,"1,650,000 ₪"
0,0,18/02/2024,ללא כתובת,10867-122-12,דירה בבית קומות,3,רביעית,52.4,"1,100,000 ₪"
0,0,13/04/2003,ללא כתובת,10867-122-12,דירה בבית קומות,3,רביעית,52.4,"330,000 ₪"
0,0,24/12/1999,ללא כתובת,10867-122-12,דירה בבית קומות,3,רביעית,52.4,"366,000 ₪"
3,1950,15/02/2024,זבולון 15,10907-36-7,דירה בבית קומות,2,ראשונה,35.5,"600,000 ₪"
3,1950,01/09/2020,זבולון 15,10907-36-7,דירה בבית קומות,2,ראשונה,35.5,"535,000 ₪"
3,1950,18/04/2005,זבולון 15,10907-36-7,דירה בבית קומות,2,ראשונה,35.5,"105,000 ₪"
3,1960,24/01/2024,מקור ברוך 18,11188-84-7,דירה בבית קומות,2.5,שניה,30.5,"1,200,000 ₪"
5,1970,16/01/2024,"האר""י 20",11188-121-2,דירה בבית קומות,5,ראשונה שניה,134.8,"1,725,000 ₪"
5,1970,14/03/2018,"האר""י 20",11188-121-2,דירה בבית קומות,5,ראשונה שניה,134.8,"1,350,000 ₪"
0,0,08/01/2024,אהבת ישראל 8,11188-127-1,קרקע למגורים,לא ידוע,לא ידוע,1782,"8,812,000 ₪"
3,1960,07/01/2024,מקור ברוך 2,11188-97-1,דירה בבית קומות,4,ראשונה,106.6,"700,000 ₪"
0,0,04/01/2024,ללא כתובת,10867-126-5,דירה בבית קומות,2,ראשונה,27,"450,000 ₪"
0,0,20/02/2011,ללא כתובת,10867-126-5,דירה בבית קומות,2,ראשונה,27,"135,000 ₪"
0,0,04/01/2024,ללא כתובת,10867-126-4,דירה בבית קומות,3,ראשונה,48,"750,000 ₪"
0,0,20/02/2011,ללא כתובת,10867-126-4,דירה בבית קומות,3,ראשונה,48,"250,000 ₪"
0,0,04/01/2024,ללא כתובת,10867-126-2,דירה בבית קומות,3,קרקע,47.85,"700,000 ₪"
0,0,20/02/2011,ללא כתובת,10867-126-2,דירה בבית קומות,3,קרקע,47.85,"387,000 ₪"
8,2007,20/12/2023,אהבת ישראל 12,11188-129-20,דירה בבית קומות,3,שביעית,74.93,"1,420,000 ₪"
8,2007,20/04/2009,אהבת ישראל 12,11188-129-20,דירה בבית קומות,3,שביעית,74.93,"430,000 ₪"
0,0,31/10/2023,ללא כתובת,11188-61-50,דירה בבית קומות,4,חמישית,92,"1,770,000 ₪"
0,0,28/09/2023,ללא כתובת,10867-127-7,דירה בבית קומות,2,שניה,50.08,"715,000 ₪"
3,1950,21/09/2023,זבולון 9,10907-30-6,דירה בבית קומות,2.5,ראשונה,48.3,"915,000 ₪"
3,1950,13/07/2016,זבולון 9,10907-30-6,דירה בבית קומות,2.5,ראשונה,48.3,"635,000 ₪"
3,1950,21/09/2023,זבולון 9,10907-30-9,דירה בבית קומות,2,שלישית,46.6,"775,000 ₪"
3,1950,21/06/2021,זבולון 9,10907-30-9,דירה בבית קומות,2,שלישית,46.6,"665,000 ₪"
3,1950,17/03/2013,זבולון 9,10907-30-9,דירה בבית קומות,2,שלישית,46.6,"533,000 ₪"
3,1950,26/10/2011,זבולון 9,10907-30-9,דירה בבית קומות,2,שלישית,46.6,"410,000 ₪"
3,1950,20/07/2009,זבולון 9,10907-30-9,דירה בבית קומות,2,שלישית,46.6,"150,000 ₪"
3,1950,13/09/2023,זבולון 9,10907-30-10,דירה בבית קומות,2.5,שלישית,48.3,"800,000 ₪"
3,1950,12/09/2021,זבולון 9,10907-30-10,דירה בבית קומות,2.5,שלישית,48.3,"685,000 ₪"
3,1950,06/06/2014,זבולון 9,10907-30-10,דירה בבית קומות,2.5,שלישית,48.3,"595,000 ₪"
3,1950,05/05/2008,זבולון 9,10907-30-10,דירה בבית קומות,2.5,שלישית,48.3,"142,000 ₪"
0,0,25/08/2023,ללא כתובת,11188-61-46,דירה בבית קומות,4,חמישית,101,"1,700,000 ₪"
0,0,25/08/2023,ללא כתובת,11188-61-45,דירה בבית קומות,3,חמישית,70,"1,350,000 ₪"
0,0,17/08/2023,ללא כתובת,10867-122-8,דירה בבית קומות,2,שניה,51,"915,000 ₪"
0,0,01/04/2009,ללא כתובת,10867-122-8,דירה בבית קומות,2,שניה,51,"300,000 ₪"
4,1970,13/08/2023,הרב קניאל 1,10870-99-15,דירה בבית קומות,4,רביעית,98,"1,650,000 ₪"
3,1960,09/08/2023,מקור ברוך 8,11188-98-9,דירה בבית קומות,3,ראשונה,63.7,"1,270,000 ₪"
0,0,15/06/2023,ללא כתובת,11188-61-44,דירה בבית קומות,3,שלישית,70,"1,050,000 ₪"
3,1950,05/06/2023,זבולון 13,10907-34-7,דירה בבית קומות,3,ראשונה,55.5,"900,000 ₪"
3,1950,12/09/2011,זבולון 13,10907-34-7,דירה בבית קומות,3,ראשונה,55.5,"505,000 ₪"
3,1950,07/04/2009,זבולון 13,10907-34-7,דירה בבית קומות,3,ראשונה,55.5,"350,000 ₪"
3,1950,03/11/2008,זבולון 13,10907-34-7,דירה בבית קומות,3,ראשונה,55.5,"220,000 ₪"
5,1970,28/05/2023,"האר""י 24",11188-121-20,דירה בבית קומות,3,שלישית,75.5,"1,050,000 ₪"
5,1970,29/11/2011,"האר""י 24",11188-121-20,דירה בבית קומות,3,שלישית,75.5,"590,000 ₪"
8,2000,23/04/2023,אהבת ישראל 4,11188-1-14,דירה בבית קומות,4,ראשונה,100,"1,525,000 ₪"
3,1950,23/04/2023,זבולון 15,10907-36-18,דירה בבית קומות,4,שניה,118,"241,000 ₪"
0,0,02/04/2023,ללא כתובת,11188-61-51,דירה בבית קומות,3,שניה,80,"1,050,000 ₪"
8,2010,29/03/2023,אהבת ישראל 14,11188-130-14,דירה בבית קומות,3,שביעית,78.36,"1,150,000 ₪"
0,0,20/03/2023,ללא כתובת,10867-121-3,דירה בבית קומות,3,ראשונה,52.07,"925,000 ₪"
0,0,16/03/2023,ללא כתובת,10907-42-3,דירה בבית קומות,2.5,שניה,56.5,"750,000 ₪"
0,0,12/02/2017,ללא כתובת,10907-42-3,דירה בבית קומות,2.5,שניה,56.5,"700,000 ₪"
0,0,14/01/2013,ללא כתובת,10907-42-3,דירה בבית קומות,2.5,שניה,56.5,"485,000 ₪"
0,0,05/03/2023,ללא כתובת,11188-61-52,דירה בבית קומות,3,חמישית,85,"1,310,000 ₪"
3,1950,08/02/2023,זבולון 13,10907-34-2,דירה בבית קומות,1,מרתף,24.3,"255,000 ₪"
3,1950,07/03/2001,זבולון 13,10907-34-2,דירה בבית קומות,1,מרתף,24.3,"90,000 ₪"
2,1950,02/02/2023,תבור 5,10907-41-6,דירה בבית קומות,2,שניה,28.6,"580,000 ₪"
2,1950,14/10/2018,תבור 5,10907-41-6,דירה בבית קומות,2,שניה,28.6,"300,000 ₪"
3,1970,29/01/2023,"האר""י 6",11188-118-18,דירה בבית קומות,2,קרקע,64.4,"400,000 ₪"
2,1950,15/01/2023,מיכאל 41,10907-37-6,דירה בבית קומות,2.5,קרקע,50.46,"890,000 ₪"
2,1950,02/08/2016,מיכאל 41,10907-37-6,דירה בבית קומות,2.5,קרקע,50.46,"650,000 ₪"
2,1950,07/01/2003,מיכאל 41,10907-37-6,דירה בבית קומות,2.5,קרקע,50.46,"257,000 ₪"
22,1970,02/01/2023,הרב קניאל 11,10870-98-70,דירה בבית קומות,4,שתים עשרה,81.5,"97,000 ₪"
5,1968,04/12/2022,מקור ברוך 10,11188-99-5,דירה בבית קומות,3,ראשונה,53,"1,200,000 ₪"
5,1968,29/09/2005,מקור ברוך 10,11188-99-5,דירה בבית קומות,3,ראשונה,53,"481,000 ₪"
5,1968,24/10/1999,מקור ברוך 10,11188-99-5,דירה בבית קומות,3,ראשונה,53,"341,000 ₪"
2,1950,17/11/2022,מיכאל 41,10907-37-2,מחסנים,לא ידוע,מרתף,לא ידוע,"109,000 ₪"
0,0,31/10/2022,ללא כתובת,10867-122-6,משרד,לא ידוע,שניה,53.6,"1,155,000 ₪"
3,1960,19/10/2022,"האר""י 12",11188-117-17,דירה בבית קומות,2,קרקע,64.4,"830,000 ₪"
3,1960,12/08/2019,"האר""י 12",11188-117-17,דירה בבית קומות,2,קרקע,64.4,"600,000 ₪"
2,1950,21/09/2022,מיכאל 41,10907-37-4,מחסנים,לא ידוע,קרקע,לא ידוע,"120,000 ₪"
2,1950,03/08/2016,מיכאל 41,10907-37-4,מחסנים,לא ידוע,קרקע,לא ידוע,"90,000 ₪"
3,1950,06/09/2022,ארנון 6,10907-35-7,דירה בבית קומות,2,שלישית,27.11,"620,000 ₪"
3,1950,05/12/2019,ארנון 6,10907-35-7,דירה בבית קומות,2,שלישית,27.11,"435,000 ₪"
3,1950,13/10/2013,ארנון 6,10907-35-7,דירה בבית קומות,2,שלישית,27.11,"286,000 ₪"
3,1950,10/02/2011,ארנון 6,10907-35-7,דירה בבית קומות,2,שלישית,27.11,"200,000 ₪"
3,1950,05/03/1998,ארנון 6,10907-35-7,דירה בבית קומות,2,שלישית,27.11,"168,000 ₪"
22,1970,05/09/2022,הרב קניאל 11,10870-98-9,דירה בבית קומות,3,ראשונה,68.9,"1,000,000 ₪"
22,1970,01/04/2016,הרב קניאל 11,10870-98-9,דירה בבית קומות,3,ראשונה,68.9,"800,000 ₪"
0,0,01/09/2022,ללא כתובת,10867-170-1,דירה בבית קומות,3,קרקע,49.76,"840,000 ₪"
0,0,12/06/2013,ללא כתובת,10867-170-1,דירה בבית קומות,3,קרקע,49.76,"490,000 ₪"
0,0,26/03/2003,ללא כתובת,10867-170-1,דירה בבית קומות,3,קרקע,49.76,"292,000 ₪"
5,1970,29/08/2022,"האר""י 22",11188-121-10,דירה בבית קומות,3,שניה,75.5,"960,000 ₪"
5,1970,02/07/2003,"האר""י 22",11188-121-10,דירה בבית קומות,3,שניה,75.5,"467,000 ₪"
2,1950,23/08/2022,מיכאל 41,10907-37-7,דירה בבית קומות,2,ראשונה,50.84,"700,000 ₪"
2,1950,02/11/2016,מיכאל 41,10907-37-7,דירה בבית קומות,2,ראשונה,50.84,"720,000 ₪"
2,1950,17/03/2010,מיכאל 41,10907-37-7,דירה בבית קומות,2,ראשונה,50.84,"410,000 ₪"
2,1935,17/08/2022,מיכאל 43,10907-39-10,דירה בבית קומות,3,ראשונה,80,"590,000 ₪"
3,1960,14/08/2022,מקור ברוך 18,11188-84-26,דירה בבית קומות,3,שניה,60,"1,050,000 ₪"
22,1970,09/08/2022,הרב קניאל 11,10870-98-7,דירה בבית קומות,3,ראשונה,67.8,"825,000 ₪"
22,1970,15/09/2013,הרב קניאל 11,10870-98-7,דירה בבית קומות,3,ראשונה,67.8,"650,000 ₪"
0,0,08/08/2022,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"555,000 ₪"
0,0,19/08/2021,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"395,000 ₪"
0,0,15/07/2015,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"400,000 ₪"
0,0,31/05/2012,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"250,000 ₪"
0,0,11/12/2011,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"235,000 ₪"
0,0,12/05/2011,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"220,000 ₪"
0,0,16/07/2009,ללא כתובת,10867-127-2,דירה בבית קומות,2,מרתף,30.15,"95,000 ₪"
22,1970,03/08/2022,הרב קניאל 11,10870-98-51,דירה בבית קומות,3,תשיעית,70.7,"950,000 ₪"
3,1950,19/07/2022,זבולון 15,10907-36-5,דירה בבית קומות,2,קרקע,38,"600,000 ₪"
3,1950,2001-10-14,זבולון 15,10907-36-5,דירה בבית קומות,2,קרקע,38,"276,000 ₪"
22,1970,14/07/2022,הרב קניאל 11,10870-98-112,דירה בבית קומות,4,תשע עשרה,81.5,"1,200,000 ₪"
22,1970,19/04/2015,הרב קניאל 11,10870-98-112,דירה בבית קומות,4,תשע עשרה,81.5,"900,000 ₪"
22,1970,21/02/2011,הרב קניאל 11,10870-98-112,דירה בבית קומות,4,תשע עשרה,81.5,"750,000 ₪"
4,1940,05/07/2022,ארנון 4,10907-32-5,דירה בבית קומות,3,שניה,60,"630,000 ₪"
4,1970,26/06/2022,הרב קניאל 1,10870-99-14,דירה בבית קומות,4,ראשונה,85,"1,170,000 ₪"
8,2000,31/05/2022,אהבת ישראל 4,11188-1-13,דירה בבית קומות,4,ראשונה,120,"1,400,000 ₪"
3,1950,23/05/2022,זבולון 9,10907-30-5,דירה בבית קומות,2,ראשונה,46.6,"700,000 ₪"
3,1950,02/12/2003,זבולון 9,10907-30-5,דירה בבית קומות,2,ראשונה,46.6,"194,000 ₪"
8,2007,26/04/2022,אהבת ישראל 12,11188-129-7,דירה בבית קומות,4,רביעית,100.02,"1,400,000 ₪"
8,2007,07/05/2018,אהבת ישראל 12,11188-129-7,דירה בבית קומות,4,רביעית,100.02,"1,200,000 ₪"
3,1950,29/03/2022,זבולון 9,10907-30-4,דירה בבית קומות,2,קרקע,48.3,"590,000 ₪"
8,2000,27/03/2022,אהבת ישראל 10,11188-128-22,דירה בבית קומות,3,שמינית,74.93,"1,185,000 ₪"
22,1970,24/03/2022,הרב קניאל 11,10870-98-133,דירה בבית קומות,4,עשרים ושתיים,83.1,"1,000,000 ₪"
2,1950,20/03/2022,תבור 5,10907-41-1,דירה בבית קומות,2,קרקע,47.5,"680,000 ₪"
2,1950,12/08/2019,תבור 5,10907-41-1,דירה בבית קומות,2,קרקע,47.5,"635,000 ₪"
3,1950,11/03/2022,זבולון 15,10907-36-10,דירה בבית קומות,1,שניה,29.9,"300,000 ₪"
0,0,09/03/2022,ללא כתובת,10867-127-9,דירה בבית קומות,3,שלישית,50.08,"585,000 ₪"
3,1960,01/03/2022,"האר""י 14",11188-116-6,דירת גן,3,שניה,75.3,"950,000 ₪"
2,1982,20/02/2022,מקור ברוך 15,11188-162-2,דירת גן,4,שלישית,90,"1,500,000 ₪"
8,2000,03/02/2022,אהבת ישראל 10,11188-128-20,דירה בבית קומות,3,שביעית,77.07,"1,110,000 ₪"
3,1970,04/01/2022,"האר""י 2",11188-118-7,דירה בבית קומות,3,שלישית,76.3,"950,000 ₪"
0,0,15/12/2021,ללא כתובת,10867-217-1,דירה בבית קומות,2,קרקע,40.3,"600,000 ₪"
0,0,15/12/2019,ללא כתובת,10867-217-1,דירה בבית קומות,2,קרקע,40.3,"620,000 ₪"
0,0,20/08/2000,ללא כתובת,10867-217-1,דירה בבית קומות,2,קרקע,40.3,"311,000 ₪"
5,1970,09/12/2021,"האר""י 24",11188-121-19,דירה בבית קומות,3,שניה,75.5,"1,050,000 ₪"
5,1970,13/09/2017,"האר""י 24",11188-121-19,דירה בבית קומות,3,שניה,75.5,"785,000 ₪"
3,1960,28/11/2021,"האר""י 10",11188-117-15,דירה בבית קומות,3,שלישית,75.3,"475,000 ₪"
3,1960,13/12/2011,"האר""י 10",11188-117-15,דירה בבית קומות,3,שלישית,75.3,"560,000 ₪"
0,0,23/11/2021,ללא כתובת,11188-61-43,דירה בבית קומות,5,רביעית,120,"1,600,000 ₪"
2,1950,23/11/2021,ארנון 10,10907-43-2,דירה בבית קומות,2,קרקע,28.9,"237,000 ₪"
2,1950,18/10/2015,ארנון 10,10907-43-2,דירה בבית קומות,2,קרקע,28.9,"375,000 ₪"
2,1950,01/02/2010,ארנון 10,10907-43-2,דירה בבית קומות,2,קרקע,28.9,"140,000 ₪"
3,1950,01/11/2021,זבולון 15,10907-36-19,דירה בבית קומות,2,לא ידוע,25,"360,000 ₪"
5,1970,20/10/2021,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"990,000 ₪"
5,1970,08/09/2016,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"740,000 ₪"
5,1970,13/05/2008,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"300,000 ₪"
0,0,17/10/2021,ללא כתובת,11188-61-53,דירה בבית קומות,3,שישית,90,"1,234,000 ₪"
22,1970,14/10/2021,הרב קניאל 11,10870-98-108,דירה בבית קומות,3,שמונה עשרה,67.8,"950,000 ₪"
22,1970,21/11/2012,הרב קניאל 11,10870-98-108,דירה בבית קומות,3,שמונה עשרה,67.8,"540,000 ₪"
3,1960,06/10/2021,"האר""י 16",11188-116-11,דירה בבית קומות,3,ראשונה,75.3,"810,000 ₪"
3,1950,12/08/2021,ארנון 6,10907-35-2,דירה בבית קומות,3,ראשונה,54.7,"690,000 ₪"
3,1950,24/01/2012,ארנון 6,10907-35-2,דירה בבית קומות,3,ראשונה,54.7,"430,000 ₪"
22,1970,27/07/2021,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"980,000 ₪"
22,1970,16/08/2017,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"675,000 ₪"
0,0,04/07/2021,ללא כתובת,11188-61-42,דירה בבית קומות,5,שניה,111,"1,600,000 ₪"
0,0,03/07/2021,ללא כתובת,11188-61-41,לא ידוע,5,שניה,111,"1,600,000 ₪"
4,1940,24/06/2021,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"773,000 ₪"
4,1940,22/06/2015,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"588,000 ₪"
4,1940,04/03/2010,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"425,000 ₪"
4,1940,28/08/2001,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"262,000 ₪"
0,0,23/06/2021,ללא כתובת,11188-61-40,דירת גן,5,רביעית,87,"1,100,000 ₪"
0,0,23/06/2021,ללא כתובת,10867-128-2,דירה בבית קומות,2,קרקע,52.95,"500,000 ₪"
0,0,23/06/2021,ללא כתובת,10867-128-3,דירה בבית קומות,3,ראשונה,69.45,"750,000 ₪"
0,0,22/06/2021,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"612,000 ₪"
0,0,19/11/2017,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"595,000 ₪"
0,0,31/12/2009,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"155,000 ₪"
2,1950,14/06/2021,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"440,000 ₪"
2,1950,04/01/2016,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"430,000 ₪"
2,1950,12/03/2012,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"270,000 ₪"
2,1950,09/10/2011,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"250,000 ₪"
2,1950,13/04/2011,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"180,000 ₪"
3,1960,08/06/2021,מקור ברוך 18,11188-84-23,דירת גן,3,קרקע,71.6,"950,000 ₪"
3,1950,03/06/2021,זבולון 15,10907-36-20,דירה בבית קומות,2,לא ידוע,30,"500,000 ₪"
3,1950,12/05/2021,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"743,000 ₪"
3,1950,31/05/2015,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"640,000 ₪"
3,1950,26/10/2012,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"420,000 ₪"
3,1950,10/06/2009,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"259,000 ₪"
0,0,09/05/2021,ללא כתובת,10867-124-12,דירה בבית קומות,3,שניה,46.82,"700,000 ₪"
0,0,01/04/2021,ללא כתובת,10867-124-8,דירה בבית קומות,2,ראשונה,60.41,"880,000 ₪"
0,0,24/02/2021,ללא כתובת,10867-201-7,דירה בבית קומות,3,ראשונה,84.4,"870,000 ₪"
0,0,10/02/2021,ללא כתובת,11188-61-38,דירה בבית קומות,3,שניה,87,"1,050,000 ₪"
0,0,10/02/2021,ללא כתובת,11188-61-39,דירה בבית קומות,3,שביעית,87,"1,100,000 ₪"
8,2000,28/01/2021,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"900,000 ₪"
8,2000,06/04/2005,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"580,000 ₪"
0,0,25/01/2021,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"850,000 ₪"
0,0,04/09/2015,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"800,000 ₪"
0,0,10/01/2007,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"276,000 ₪"
0,0,24/05/2004,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"252,000 ₪"
0,0,31/12/2020,ללא כתובת,11188-61-37,דירה בבית קומות,5,שלישית,111,"1,440,000 ₪"
8,2010,17/12/2020,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"1,000,000 ₪"
8,2010,28/10/2014,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"750,000 ₪"
8,2010,16/06/2010,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"550,000 ₪"
6,2010,08/12/2020,אהבת ישראל 16,11188-131-1,דירה בבית קומות,5,שניה,99.5,"1,770,000 ₪"
8,2000,29/11/2020,אהבת ישראל 4,11188-1-12,דירה בבית קומות,4,שניה,118,"1,300,000 ₪"
0,0,22/11/2020,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"800,000 ₪"
