קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
4.0,1960.0,2003-12-21,שקמה 12,11192-251-15,דירה בבית קומות,3,רביעית,63,"394,000 ₪",רמת בן גוריון,0.07
6.0,1960.0,2018-06-07,אורן 17,11192-239-23,דירה בבית קומות,3,רביעית,77,"1,150,000 ₪",רמת בן גוריון,0.01
14.0,1960.0,2018-05-24,הפרחים 5,11192-288-1,דירה בבית קומות,3,ראשונה,52,"899,000 ₪",רמת בן גוריון,0.01
14.0,1960.0,2011-12-04,הפרחים 5,11192-288-1,דירה בבית קומות,3,ראשונה,52,"755,000 ₪",רמת בן גוריון,0.03
3.0,1983.0,2018-05-22,מרטין בובר 20,11192-194-2,דירה בבית קומות,4.5,שניה,155.35,"2,100,000 ₪",רמת בן גוריון,0.01
4.0,1960.0,2018-05-16,שקמה 12,11192-251-9,דירה בבית קומות,3,שלישית,77,"960,000 ₪",רמת בן גוריון,0.01
4.0,1960.0,2001-03-28,שקמה 12,11192-251-9,דירה בבית קומות,3,שלישית,77,"585,000 ₪",רמת בן גוריון,0.07
3.0,1990.0,2018-05-15,הצוללת דקר 11,11192-173-6,דירה בבית קומות,5,שלישית ורביעית,128.72,"1,750,000 ₪",רמת בן גוריון,0.01
3.0,1990.0,2011-03-14,הצוללת דקר 11,11192-173-6,דירה בבית קומות,5,שלישית ורביעית,128.72,"1,400,000 ₪",רמת בן גוריון,0.03
14.0,1960.0,2018-04-23,הפרחים 5,11192-288-30,דירה בבית קומות,3,שישית,52,"1,010,000 ₪",רמת בן גוריון,0.01
14.0,1960.0,2004-06-20,הפרחים 5,11192-288-30,דירה בבית קומות,3,שישית,52,"528,000 ₪",רמת בן גוריון,0.07
4.0,1983.0,2018-04-13,"זלמן שז""ר 20",11192-159-2,דירה בבית קומות,4,ראשונה ושניה,120.6,"1,950,000 ₪",רמת בן גוריון,0.01
15.0,1960.0,2018-03-28,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"875,000 ₪",רמת בן גוריון,0.01
15.0,1960.0,2014-01-14,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"800,000 ₪",רמת בן גוריון,0.03
15.0,1960.0,2006-01-05,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"455,000 ₪",רמת בן גוריון,0.07
15.0,1960.0,1998-06-24,הפרחים 1,11192-274-4,דירה בבית קומות,3,ראשונה,51,"482,000 ₪",רמת בן גוריון,0.15
6.0,1960.0,2018-03-28,אורן 13,11192-241-5,דירה בבית קומות,3,שניה,83,"1,020,000 ₪",רמת בן גוריון,0.01
4.0,1995.0,2018-03-08,מרטין בובר 6,11192-189-6,דירה בבית קומות,6,רביעית+חמישית,158,"2,637,000 ₪",רמת בן גוריון,0.01
14.0,1970.0,2018-03-07,הפרחים 3,11192-273-51,דירה בבית קומות,3,תשיעית,53,"907,000 ₪",רמת בן גוריון,0.01
14.0,1970.0,2014-12-17,הפרחים 3,11192-273-51,דירה בבית קומות,3,תשיעית,53,"760,000 ₪",רמת בן גוריון,0.03
6.0,1960.0,2018-02-28,אורן 13,11192-241-12,דירה בבית קומות,4,מקלט,77,"1,140,000 ₪",רמת בן גוריון,0.01
14.0,1960.0,2018-02-21,הפרחים 5,11192-288-64,דירה בבית קומות,3,אחת עשרה,51,"950,000 ₪",רמת בן גוריון,0.01
14.0,1960.0,2002-06-17,הפרחים 5,11192-288-64,דירה בבית קומות,3,אחת עשרה,51,"618,000 ₪",רמת בן גוריון,0.07
